,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Latitude,Longitude,Satisfaction Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Extra Data Charges,Total Revenue,Churn Category
51,0.0,58.0,0.0,0.0,1.0,0.0,0.0,35.710244,-119.7549407277953,3.0,3.0,1.0,9.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1257.77,3.0
52,0.0,46.0,1.0,0.0,1.0,1.0,2.0,36.635661,-120.288644,3.0,3.0,1.0,7.0,36.0,0.0,1.0,1.0,1.0,3.0,59.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4838.6900000000005,0.0
53,0.0,24.0,1.0,0.0,1.0,1.0,3.0,41.163637,-119.7549407277953,4.0,3.0,1.0,9.0,72.0,1.0,0.0,0.0,1.0,1.0,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,80.0,4558.85,0.0
54,1.0,29.0,1.0,1.0,1.0,0.0,0.0,37.3511,-122.037311,4.0,3.0,0.0,0.0,21.0,4.0,0.0,0.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1011.5,0.0
55,1.0,29.0,1.0,1.0,1.0,0.0,0.0,37.424342,-122.165641,3.0,3.0,0.0,0.0,69.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,7171.83,0.0
56,0.0,46.0,0.0,0.0,0.0,1.0,0.0,36.19204239161876,-119.7549407277953,5.0,3.0,1.0,0.0,32.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,444.42,0.0
57,0.0,46.0,1.0,0.0,1.0,0.0,0.0,38.581354,-122.296283,3.0,3.0,1.0,1.0,33.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1870.48,4.0
58,0.0,20.0,1.0,0.0,0.0,1.0,2.0,33.902045,-119.7549407277953,3.0,3.0,1.0,1.0,7.0,0.0,1.0,0.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,529.83,0.0
59,0.0,66.0,0.0,0.0,1.0,0.0,0.0,32.85723,-117.209774,1.0,3.0,1.0,2.0,55.0,2.0,1.0,1.0,1.0,2.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,90.0,7319.799999999999,0.0
60,0.0,27.0,1.0,0.0,0.0,1.0,0.0,34.078991,-118.263804,3.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,2.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,345.85,0.0
61,0.0,65.0,0.0,0.0,1.0,0.0,0.0,37.766556,-121.976784,2.0,3.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,622.45,1.0
62,1.0,75.0,0.0,1.0,1.0,1.0,1.0,36.19204239161876,-121.737696,3.0,3.0,1.0,8.0,57.0,0.0,1.0,0.0,1.0,2.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7177.7,0.0
63,1.0,20.0,1.0,1.0,0.0,0.0,0.0,33.833699,-118.314387,3.0,3.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1035.8,0.0
64,1.0,34.0,0.0,1.0,1.0,0.0,0.0,33.833699,-118.314387,3.0,3.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1035.8,0.0
65,0.0,25.0,1.0,0.0,0.0,0.0,0.0,34.153338,-118.262974,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3044.441077322455,0.0
66,0.0,39.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-119.7549407277953,5.0,3.0,0.0,0.0,16.0,4.0,1.0,1.0,1.0,2.0,30.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1859.49,3.0
67,0.0,67.0,0.0,0.0,1.0,0.0,0.0,34.506627,-118.699048,3.0,3.0,1.0,1.0,50.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,6516.7,3.0
68,0.0,26.0,1.0,0.0,0.0,0.0,2.0,33.044541,-116.833922,3.0,3.0,0.0,0.0,48.0,2.0,1.0,0.0,1.0,1.0,48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3044.441077322455,3.0
69,0.0,57.0,1.0,0.0,0.0,0.0,0.0,36.623632,-119.741322,3.0,3.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,3.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8172.299999999999,0.0
70,0.0,57.0,1.0,0.0,0.0,0.0,0.0,37.329725,-120.306399,3.0,3.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,3.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8172.299999999999,0.0
71,1.0,29.0,1.0,1.0,1.0,1.0,0.0,33.844983,-117.952151,3.0,3.0,1.0,2.0,71.0,1.0,1.0,1.0,1.0,1.0,69.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7561.780000000001,0.0
72,0.0,31.0,0.0,0.0,1.0,0.0,0.0,37.803883,-122.208417,4.0,3.0,1.0,0.0,71.0,1.0,0.0,0.0,1.0,3.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4145.25,0.0
73,1.0,61.0,0.0,1.0,0.0,0.0,0.0,34.983808,-119.7549407277953,3.0,3.0,1.0,0.0,71.0,1.0,0.0,0.0,1.0,3.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4145.25,0.0
74,1.0,62.0,0.0,1.0,1.0,0.0,0.0,40.03194,-122.176023,5.0,3.0,1.0,6.0,32.0,4.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1023.95,0.0
75,0.0,65.0,0.0,0.0,1.0,1.0,0.0,34.049172,-118.115022,3.0,3.0,1.0,9.0,65.0,0.0,1.0,1.0,1.0,3.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8320.2,0.0
76,0.0,62.0,0.0,0.0,0.0,0.0,0.0,39.913777,-122.289984,3.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,301.7,0.0
77,0.0,44.0,0.0,0.0,0.0,1.0,2.0,34.108455,-118.362081,3.0,3.0,1.0,10.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3044.441077322455,0.0
78,1.0,24.0,1.0,1.0,1.0,0.0,0.0,34.108455,-118.362081,3.0,3.0,1.0,5.0,43.0,2.0,1.0,1.0,1.0,1.0,51.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5241.65,0.0
79,1.0,35.0,0.0,1.0,0.0,0.0,0.0,34.39583,-117.734568,3.0,3.0,0.0,0.0,30.0,3.0,1.0,0.0,1.0,3.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,3044.441077322455,0.0
80,0.0,62.0,0.0,0.0,0.0,1.0,1.0,34.142747,-117.300864,3.0,3.0,0.0,0.0,61.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3453.4,0.0
81,0.0,60.0,0.0,0.0,0.0,0.0,0.0,33.012751,-119.7549407277953,3.0,3.0,1.0,0.0,17.0,0.0,1.0,0.0,1.0,2.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1713.52,0.0
82,0.0,46.0,0.0,0.0,0.0,0.0,0.0,38.349195,-121.902943,3.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,413.43,2.0
83,0.0,49.0,0.0,0.0,0.0,0.0,0.0,37.555473,-122.080312,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,126.46,0.0
84,0.0,23.0,1.0,0.0,1.0,0.0,0.0,37.885629,-122.46858,3.0,3.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,819.17,0.0
85,1.0,39.0,0.0,1.0,1.0,0.0,0.0,41.505916,-120.152505,3.0,3.0,1.0,10.0,67.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3521.7,0.0
86,0.0,51.0,0.0,0.0,0.0,0.0,0.0,36.220761,-120.980777,3.0,3.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,10169.89,0.0
87,0.0,21.0,0.0,0.0,1.0,0.0,0.0,34.145695,-119.7549407277953,3.0,3.0,1.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,255.02,0.0
88,1.0,56.0,0.0,1.0,1.0,1.0,3.0,36.19204239161876,-120.453416,5.0,3.0,1.0,2.0,38.0,0.0,1.0,1.0,1.0,3.0,30.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3382.01,0.0
89,0.0,70.0,0.0,0.0,0.0,0.0,0.0,33.787298,-117.320676,2.0,3.0,1.0,2.0,38.0,0.0,1.0,1.0,1.0,3.0,30.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3382.01,0.0
90,1.0,46.0,0.0,1.0,0.0,0.0,0.0,37.902968,-119.667544,5.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,276.21000000000004,0.0
91,1.0,46.0,0.0,1.0,0.0,0.0,0.0,40.171312,-121.120605,5.0,3.0,1.0,3.0,41.0,0.0,1.0,1.0,1.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5291.06,0.0
92,1.0,44.0,0.0,1.0,1.0,0.0,2.0,33.787165,-117.931889,3.0,3.0,1.0,7.0,44.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2431.28,0.0
93,1.0,44.0,0.0,1.0,1.0,0.0,2.0,34.065108,-118.082791,3.0,3.0,1.0,7.0,44.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2431.28,0.0
