,Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
24,9609-BENEA,0.0,80.0,0.0,1.0,0.0,0.0,0.0
25,1723-HKXJQ,0.0,77.0,0.0,1.0,0.0,0.0,0.0
26,0479-HMSWA,0.0,77.0,0.0,1.0,0.0,0.0,0.0
27,0027-KWYKW,0.0,72.0,0.0,1.0,1.0,1.0,0.0
28,7750-EYXWZ,0.0,80.0,0.0,1.0,1.0,0.0,0.0
29,3146-MSEGF,0.0,68.0,0.0,1.0,0.0,0.0,0.0
30,7929-DMBCV,1.0,75.0,0.0,1.0,1.0,0.0,0.0
31,3336-JORSO,1.0,77.0,0.0,1.0,1.0,0.0,0.0
32,3580-REOAC,1.0,80.0,0.0,1.0,1.0,0.0,0.0
33,5614-DNZCE,1.0,75.0,0.0,1.0,1.0,0.0,0.0
34,4334-HOWRP,0.0,74.0,0.0,1.0,0.0,0.0,0.0
35,2550-AEVRU,1.0,76.0,0.0,1.0,0.0,0.0,0.0
36,4906-ZHGPK,1.0,69.0,0.0,1.0,1.0,0.0,0.0
37,7207-RMRDB,1.0,72.0,0.0,1.0,1.0,0.0,0.0
38,1591-XWLGB,0.0,69.0,0.0,1.0,0.0,0.0,0.0
39,2424-WVHPL,1.0,46.64687102273605,0.0,0.0,0.0,0.0,0.0
40,4342-HFXWS,0.0,65.0,0.0,1.0,0.0,0.0,0.0
41,1866-NXPSP,1.0,74.0,0.0,1.0,1.0,0.0,0.0
42,2135-DQWAQ,0.0,65.0,0.0,1.0,0.0,0.0,0.0
43,8207-VVMYB,0.0,66.0,0.0,1.0,0.0,0.0,0.0
44,7469-LKBCI,1.0,72.40773480662983,0.0,1.0,1.0,0.0,0.0
45,5016-ETTFF,1.0,65.0,0.0,1.0,0.0,0.0,0.0
46,9115-YQHGA,1.0,69.0,0.0,1.0,0.0,0.0,0.0
47,5792-JALQC,1.0,75.0,0.0,1.0,1.0,1.0,0.0
48,8800-JOOCF,0.0,46.747821249768215,0.0,0.0,0.0,0.0,0.0
49,8883-ANODQ,1.0,71.0,0.0,1.0,0.0,0.0,0.0
50,1023-BQXZE,1.0,80.0,0.0,1.0,0.0,0.0,0.0
51,3722-WPXTK,1.0,46.64687102273605,0.0,0.0,0.0,0.0,0.0
52,7596-IIWYC,1.0,73.0,0.0,1.0,1.0,0.0,0.0
53,3115-CZMZD,1.0,77.0,0.0,1.0,1.0,1.0,0.0
54,5590-YRFJT,0.0,76.0,0.0,1.0,1.0,0.0,0.0
55,4078-SAYYN,1.0,65.0,0.0,1.0,1.0,0.0,0.0
56,2884-GBPFB,1.0,75.0,0.0,1.0,1.0,0.0,0.0
57,0475-RIJEP,1.0,75.0,0.0,1.0,0.0,0.0,0.0
58,4355-CVPVS,0.0,68.0,0.0,1.0,1.0,1.0,0.0
59,8883-GRDWQ,0.0,71.0,0.0,1.0,0.0,0.0,0.0
60,1657-DYMBM,1.0,77.0,0.0,1.0,0.0,0.0,0.0
61,1618-CFHME,1.0,68.0,0.0,1.0,0.0,0.0,0.0
62,5130-IEKQT,1.0,74.0,0.0,1.0,1.0,0.0,0.0
63,0848-ZGQIJ,1.0,65.0,0.0,1.0,1.0,0.0,0.0
64,6674-KVJHG,0.0,73.0,0.0,1.0,1.0,1.0,0.0
65,1090-ESELR,0.0,74.0,0.0,1.0,1.0,0.0,0.0
66,5286-YHCVC,1.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
67,7839-NUIAA,0.0,76.0,0.0,1.0,0.0,0.0,0.0
68,4163-KIUHY,0.0,73.0,0.0,1.0,0.0,0.0,0.0
69,2212-LYASK,0.0,70.0,0.0,1.0,1.0,0.0,0.0
70,9823-EALYC,1.0,75.0,0.0,1.0,1.0,0.0,0.0
71,5889-JTMUL,1.0,74.0,0.0,1.0,1.0,0.0,0.0
72,2165-VOEGB,1.0,76.0,0.0,1.0,0.0,0.0,0.0
73,2612-PHGOX,0.0,75.0,0.0,1.0,1.0,0.0,0.0
74,9227-YBAXE,0.0,74.0,0.0,1.0,0.0,0.0,0.0
75,7134-MJPDY,0.0,73.0,0.0,1.0,0.0,0.0,0.0
76,7853-OETYL,0.0,75.0,0.0,1.0,1.0,0.0,0.0
77,6242-MBHPK,0.0,65.0,0.0,1.0,0.0,0.0,0.0
78,1282-IHQAC,0.0,77.0,0.0,1.0,0.0,0.0,0.0
79,6619-RPLQZ,1.0,67.0,0.0,1.0,0.0,0.0,0.0
80,5982-FPVQN,1.0,78.0,0.0,1.0,1.0,0.0,0.0
81,5244-IRFIH,1.0,65.0,0.0,1.0,0.0,0.0,0.0
82,2868-SNELZ,1.0,70.0,0.0,1.0,0.0,0.0,0.0
83,3841-CONLJ,1.0,69.0,0.0,1.0,0.0,0.0,0.0
84,7511-YMXVQ,0.0,76.0,0.0,1.0,1.0,0.0,0.0
85,2229-VWQJH,1.0,71.0,0.0,1.0,0.0,0.0,0.0
86,7801-KICAO,0.0,76.0,0.0,1.0,0.0,0.0,0.0
87,0196-JTUQI,1.0,77.0,0.0,1.0,1.0,0.0,0.0
88,7124-UGSUR,1.0,74.0,0.0,1.0,0.0,0.0,0.0
89,7605-BDWDC,1.0,77.0,0.0,1.0,0.0,0.0,0.0
90,0014-BMAQU,1.0,76.0,0.0,1.0,1.0,0.0,0.0
91,7248-VZQLC,0.0,77.0,0.0,1.0,0.0,0.0,0.0
92,4316-XCSLJ,0.0,80.0,0.0,1.0,1.0,0.0,0.0
93,4713-LZDRV,1.0,68.0,0.0,1.0,0.0,0.0,0.0
94,4781-ZXYGU,1.0,65.0,0.0,1.0,0.0,0.0,0.0
95,7572-KPVKK,1.0,68.0,0.0,1.0,0.0,0.0,0.0
96,7398-LXGYX,0.0,72.0,0.0,1.0,0.0,0.0,0.0
97,0799-DDIHE,0.0,66.0,0.0,1.0,0.0,0.0,0.0
98,9128-CPXKI,1.0,68.0,0.0,1.0,0.0,0.0,0.0
99,7594-LZNWR,1.0,76.0,0.0,1.0,1.0,0.0,0.0
100,9122-UMROB,1.0,70.0,0.0,1.0,1.0,1.0,0.0
101,6557-BZXLQ,1.0,71.0,0.0,1.0,1.0,0.0,0.0
102,4727-MCYZG,1.0,75.0,0.0,1.0,0.0,0.0,0.0
103,0661-KBKPA,0.0,67.0,0.0,1.0,0.0,0.0,0.0
104,1544-JJMYL,0.0,65.0,0.0,1.0,1.0,0.0,0.0
105,6178-KFNHS,0.0,80.0,0.0,1.0,0.0,0.0,0.0
106,0480-BIXDE,1.0,71.0,0.0,1.0,1.0,0.0,0.0
107,6797-UCJHZ,0.0,70.0,0.0,1.0,0.0,0.0,0.0
108,4791-QRGMF,1.0,73.0,0.0,1.0,0.0,0.0,0.0
109,6979-TNDEU,1.0,78.0,0.0,1.0,1.0,0.0,0.0
110,1535-VTJOQ,0.0,76.0,0.0,1.0,1.0,0.0,0.0
111,8241-JUIQO,0.0,73.0,0.0,1.0,0.0,0.0,0.0
112,6754-WKSHP,0.0,68.0,0.0,1.0,1.0,0.0,0.0
113,6954-OOYZZ,1.0,79.0,0.0,1.0,0.0,0.0,0.0
114,7136-RVDTZ,0.0,67.0,0.0,1.0,0.0,0.0,0.0
115,9693-XMUOB,0.0,69.0,0.0,1.0,1.0,0.0,0.0
116,2455-USLMV,0.0,72.0,0.0,1.0,0.0,0.0,0.0
117,9824-QCJPK,1.0,75.0,0.0,1.0,1.0,0.0,0.0
118,0701-TJSEF,1.0,67.0,0.0,1.0,1.0,0.0,0.0
119,2075-PUEPR,1.0,72.0,0.0,1.0,1.0,1.0,0.0
120,4450-YOOHP,0.0,68.0,0.0,1.0,0.0,0.0,0.0
121,3012-VFFMN,0.0,68.0,0.0,1.0,0.0,0.0,0.0
122,6077-BDPXA,1.0,75.0,0.0,1.0,1.0,0.0,0.0
123,4821-WQOYN,1.0,74.0,0.0,1.0,1.0,0.0,0.0
124,9786-YWNHU,0.0,78.0,0.0,1.0,1.0,0.0,0.0
125,4177-JPDFU,1.0,66.0,0.0,1.0,1.0,0.0,0.0
126,1101-SSWAG,0.0,73.0,0.0,1.0,0.0,0.0,0.0
127,7609-YBPXG,1.0,79.0,0.0,1.0,1.0,0.0,0.0
128,0282-NVSJS,1.0,69.0,0.0,1.0,1.0,0.0,0.0
129,1478-VPOAD,0.0,65.0,0.0,1.0,1.0,0.0,0.0
130,6807-SIWJI,0.0,68.0,0.0,1.0,0.0,0.0,0.0
131,6599-SFQVE,0.0,79.0,0.0,1.0,0.0,0.0,0.0
132,1157-BQCUW,0.0,80.0,0.0,1.0,0.0,0.0,0.0
133,5117-IFGPS,1.0,65.0,0.0,1.0,1.0,0.0,0.0
134,4816-LXZYW,1.0,66.0,0.0,1.0,0.0,0.0,0.0
135,3411-WLRSQ,1.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
136,1335-MXCSE,0.0,74.0,0.0,1.0,0.0,0.0,0.0
137,8024-XNAFQ,0.0,80.0,0.0,1.0,0.0,0.0,0.0
138,6519-ZHPXP,1.0,74.0,0.0,1.0,0.0,0.0,0.0
139,5419-KLXBN,1.0,76.0,0.0,1.0,1.0,0.0,0.0
140,4104-PVRPS,0.0,72.0,0.0,1.0,0.0,0.0,0.0
141,5032-USPKF,0.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
142,2777-PHDEI,1.0,75.0,0.0,1.0,0.0,0.0,0.0
143,7921-BEPCI,1.0,65.0,0.0,1.0,1.0,0.0,0.0
144,2115-BFTIW,1.0,79.0,0.0,1.0,0.0,0.0,0.0
145,8199-ZLLSA,1.0,73.0,0.0,1.0,0.0,0.0,0.0
146,3134-DSHVC,1.0,79.0,0.0,1.0,0.0,0.0,0.0
147,3677-TNKIO,0.0,70.0,0.0,1.0,1.0,1.0,0.0
148,0774-IFUVM,1.0,71.0,0.0,1.0,0.0,0.0,0.0
149,9948-YPTDG,1.0,69.0,0.0,1.0,0.0,0.0,0.0
150,1150-WFARN,0.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
151,5567-GZKQY,1.0,72.40773480662983,0.0,1.0,1.0,0.0,0.0
152,7748-UMTRK,1.0,67.0,0.0,1.0,0.0,0.0,0.0
153,6007-TCTST,1.0,67.0,0.0,1.0,1.0,1.0,0.0
154,6897-RWMUB,0.0,69.0,0.0,1.0,0.0,0.0,0.0
155,7852-LECYP,1.0,75.0,0.0,1.0,0.0,0.0,0.0
156,4188-PCPIG,1.0,67.0,0.0,1.0,1.0,0.0,0.0
157,6308-CQRBU,1.0,66.0,0.0,1.0,1.0,0.0,0.0
158,1116-DXXDF,0.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
159,0594-UFTUL,1.0,72.40773480662983,0.0,1.0,1.0,0.0,0.0
160,1088-CNNKB,0.0,70.0,0.0,1.0,0.0,0.0,0.0
161,5440-VHLUL,1.0,76.0,0.0,1.0,1.0,0.0,0.0
162,9541-PWTWO,1.0,67.0,0.0,1.0,1.0,0.0,0.0
163,8564-LDKFL,1.0,80.0,0.0,1.0,0.0,0.0,0.0
164,5808-TOTXO,0.0,68.0,0.0,1.0,1.0,1.0,0.0
165,6925-BAYGL,1.0,80.0,0.0,1.0,0.0,0.0,0.0
166,9938-EKRGF,0.0,73.0,0.0,1.0,1.0,0.0,0.0
167,6898-MDLZW,1.0,73.0,0.0,1.0,0.0,0.0,0.0
168,2982-IHMFT,1.0,78.0,0.0,1.0,1.0,0.0,0.0
169,1228-FZFRV,1.0,68.0,0.0,1.0,1.0,0.0,0.0
170,6407-UTSLV,1.0,65.0,0.0,1.0,1.0,1.0,0.0
171,8039-EQPIM,1.0,67.0,0.0,1.0,0.0,0.0,0.0
172,4226-KKDON,1.0,70.0,0.0,1.0,0.0,0.0,0.0
173,4124-MMETB,1.0,69.0,0.0,1.0,1.0,0.0,0.0
174,6994-KERXL,0.0,73.0,0.0,1.0,0.0,0.0,0.0
175,1501-SGHBW,1.0,74.0,0.0,1.0,0.0,0.0,0.0
176,1422-DGUBX,0.0,78.0,0.0,1.0,0.0,0.0,0.0
177,2275-RBYQS,1.0,72.40773480662983,0.0,1.0,1.0,0.0,0.0
178,7551-DACSP,0.0,78.0,0.0,1.0,1.0,0.0,0.0
179,9101-BWFSS,0.0,75.0,0.0,1.0,0.0,0.0,0.0
180,2302-OUZXB,0.0,75.0,0.0,1.0,1.0,0.0,0.0
181,6784-XYJAE,1.0,76.0,0.0,1.0,0.0,0.0,0.0
182,9696-RMYBA,1.0,70.0,0.0,1.0,1.0,0.0,0.0
183,5176-OLSKT,1.0,67.0,0.0,1.0,1.0,1.0,0.0
184,9626-VFRGG,0.0,69.0,0.0,1.0,0.0,0.0,0.0
185,7883-ROJOC,0.0,70.0,0.0,1.0,1.0,0.0,0.0
186,2085-JVGAD,1.0,74.0,0.0,1.0,1.0,0.0,0.0
187,1016-DJTSV,0.0,77.0,0.0,1.0,0.0,0.0,0.0
188,7593-JNWRU,1.0,66.0,0.0,1.0,1.0,0.0,0.0
189,7270-BDIOA,1.0,70.0,0.0,1.0,1.0,0.0,0.0
190,1047-NNCBF,0.0,68.0,0.0,1.0,0.0,0.0,0.0
191,5062-CJJKH,0.0,46.64687102273605,0.0,0.0,0.0,0.0,0.0
192,6645-MXQJT,1.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
193,4702-HDRKD,1.0,73.0,0.0,1.0,0.0,0.0,0.0
194,1430-SFQSA,1.0,70.0,0.0,1.0,0.0,0.0,0.0
195,8067-NIOYM,0.0,68.0,0.0,1.0,0.0,0.0,0.0
196,0582-AVCLN,0.0,77.0,0.0,1.0,0.0,0.0,0.0
197,9971-ZWPBF,0.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
198,8421-WZOOW,1.0,71.0,0.0,1.0,1.0,0.0,0.0
199,0495-ZBNGW,1.0,69.0,0.0,1.0,1.0,0.0,0.0
200,5884-FBCTL,1.0,80.0,0.0,1.0,1.0,0.0,0.0
201,8200-KLNYW,1.0,66.0,0.0,1.0,1.0,1.0,0.0
202,6584-VQMYT,1.0,79.0,0.0,1.0,0.0,0.0,0.0
203,5843-TTHGI,1.0,80.0,0.0,1.0,0.0,0.0,0.0
204,3729-OWRVL,0.0,78.0,0.0,1.0,0.0,0.0,0.0
205,2957-LOLHO,0.0,67.0,0.0,1.0,1.0,1.0,0.0
206,6339-DKLMK,1.0,73.0,0.0,1.0,0.0,0.0,0.0
207,1135-LMECX,1.0,75.0,0.0,1.0,0.0,0.0,0.0
208,7180-PISOG,1.0,67.0,0.0,1.0,0.0,0.0,0.0
209,3137-LUPIX,0.0,46.747821249768215,0.0,1.0,0.0,0.0,0.0
210,6952-OMNWB,1.0,46.747821249768215,0.0,1.0,1.0,0.0,0.0
211,4302-ZYFEL,1.0,72.0,0.0,1.0,1.0,0.0,0.0
212,4077-CROMM,0.0,70.0,0.0,1.0,1.0,0.0,0.0
213,1596-BBVTG,0.0,73.0,0.0,1.0,1.0,1.0,0.0
214,7217-JYHOQ,0.0,75.0,0.0,1.0,1.0,0.0,0.0
215,6086-ESGRL,1.0,70.0,0.0,1.0,1.0,0.0,0.0
216,8884-FEEWR,0.0,77.0,0.0,1.0,0.0,0.0,0.0
217,8755-OGKNA,0.0,78.0,0.0,1.0,0.0,0.0,0.0
218,5501-TVMGM,0.0,69.0,0.0,1.0,0.0,0.0,0.0
219,4138-NAXED,1.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
220,3061-BCKYI,1.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
221,3211-AAPKX,1.0,71.0,0.0,1.0,1.0,0.0,0.0
222,2778-OCLGR,1.0,71.0,0.0,1.0,1.0,0.0,0.0
223,7439-DKZTW,1.0,79.0,0.0,1.0,0.0,0.0,0.0
224,0354-WYROK,0.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
225,3778-FOAQW,1.0,65.0,0.0,1.0,0.0,0.0,0.0
226,7766-CLTIC,0.0,70.0,0.0,1.0,0.0,0.0,0.0
227,3889-VWBID,1.0,80.0,0.0,1.0,1.0,1.0,0.0
228,3976-NLDEZ,1.0,77.0,0.0,1.0,1.0,0.0,0.0
229,3181-MIZBN,1.0,65.0,0.0,1.0,1.0,0.0,0.0
230,7602-MVRMB,1.0,46.64687102273605,0.0,0.0,1.0,0.0,0.0
231,0396-UKGAI,1.0,70.0,0.0,1.0,1.0,0.0,0.0
232,2482-CZGBB,0.0,69.0,0.0,1.0,0.0,0.0,0.0
233,7017-VFULY,0.0,72.40773480662983,0.0,1.0,1.0,0.0,0.0
234,7032-LMBHI,1.0,75.0,0.0,1.0,1.0,0.0,0.0
235,5707-ORNDZ,0.0,67.0,0.0,1.0,0.0,0.0,0.0
236,8626-PTQGE,0.0,74.0,0.0,1.0,0.0,0.0,0.0
237,0621-CXBKL,0.0,74.0,0.0,1.0,0.0,0.0,0.0
238,4598-ZADCK,1.0,72.40773480662983,0.0,1.0,1.0,1.0,0.0
239,0942-KOWSM,0.0,74.0,0.0,1.0,1.0,0.0,0.0
240,0214-JHPFW,0.0,69.0,0.0,1.0,1.0,0.0,0.0
241,9534-NSXEM,0.0,79.0,0.0,1.0,1.0,0.0,0.0
242,4090-KPJIP,0.0,76.0,0.0,1.0,1.0,0.0,0.0
243,6609-MXJHJ,1.0,78.0,0.0,1.0,1.0,0.0,0.0
244,1597-FZREH,0.0,79.0,0.0,1.0,1.0,0.0,0.0
245,1952-DVVSW,1.0,74.0,0.0,1.0,1.0,0.0,0.0
246,2685-SREOM,1.0,73.0,0.0,1.0,1.0,0.0,0.0
247,2007-QVGAW,1.0,71.0,0.0,1.0,1.0,0.0,0.0
248,1583-IHQZE,0.0,68.0,0.0,1.0,1.0,1.0,0.0
249,2696-NARTR,0.0,70.0,0.0,1.0,0.0,0.0,0.0
250,1472-TNCWL,1.0,66.0,0.0,1.0,0.0,0.0,0.0
251,1897-RCFUM,1.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
252,7321-ZNSLA,1.0,78.0,0.0,1.0,0.0,0.0,0.0
253,8016-ZMGMO,0.0,74.0,0.0,1.0,0.0,0.0,0.0
254,2869-ADAWR,1.0,78.0,0.0,1.0,1.0,0.0,0.0
255,5472-CVMDX,1.0,79.0,0.0,1.0,0.0,0.0,0.0
256,4816-OKWNX,1.0,67.0,0.0,1.0,0.0,0.0,0.0
257,0932-YIXYU,0.0,80.0,0.0,1.0,0.0,0.0,0.0
258,4299-OPXEJ,1.0,77.0,0.0,1.0,0.0,0.0,0.0
259,3363-DTIVD,1.0,74.0,0.0,1.0,1.0,0.0,0.0
260,1066-JKSGK,0.0,76.0,0.0,1.0,1.0,0.0,0.0
261,8865-TNMNX,0.0,78.0,0.0,1.0,1.0,0.0,0.0
262,6214-EDAKZ,0.0,78.0,0.0,1.0,1.0,0.0,0.0
263,5499-ECUTN,1.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
264,0402-CQAJN,0.0,69.0,0.0,1.0,1.0,0.0,0.0
265,6048-QBXKL,0.0,74.0,0.0,1.0,0.0,0.0,0.0
266,0983-TATYJ,0.0,68.0,0.0,1.0,1.0,1.0,0.0
267,4070-OKWVH,0.0,68.0,0.0,1.0,0.0,0.0,0.0
268,0657-DOGUM,0.0,68.0,0.0,1.0,0.0,0.0,0.0
269,4378-BZYFP,0.0,75.0,0.0,1.0,0.0,0.0,0.0
270,2359-KMGLI,1.0,73.0,0.0,1.0,1.0,0.0,0.0
271,0795-GMVQO,0.0,72.0,0.0,1.0,0.0,0.0,0.0
272,9821-POOTN,0.0,68.0,0.0,1.0,1.0,0.0,0.0
273,3736-BLEPA,0.0,74.0,0.0,1.0,1.0,0.0,0.0
274,7682-AZNDK,1.0,71.0,0.0,1.0,1.0,0.0,0.0
275,8404-VIOMB,1.0,75.0,0.0,1.0,1.0,0.0,0.0
276,1724-BQUHA,0.0,66.0,0.0,1.0,1.0,0.0,0.0
277,1763-KUAAW,1.0,76.0,0.0,1.0,0.0,0.0,0.0
278,6413-XKKPU,1.0,78.0,0.0,1.0,0.0,0.0,0.0
279,2386-OWURY,1.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
280,7716-YTYHG,0.0,78.0,0.0,1.0,0.0,0.0,0.0
281,4430-YHXGG,1.0,71.0,0.0,1.0,0.0,0.0,0.0
282,5693-PIPCS,0.0,76.0,0.0,1.0,1.0,0.0,0.0
283,3146-JTQHR,1.0,75.0,0.0,1.0,1.0,0.0,0.0
284,7966-YOTQW,0.0,75.0,0.0,1.0,0.0,0.0,0.0
285,2812-SFXMJ,1.0,69.0,0.0,1.0,0.0,0.0,0.0
286,5144-PQCDZ,0.0,66.0,0.0,1.0,0.0,0.0,0.0
287,4672-FOTSD,1.0,65.0,0.0,1.0,0.0,0.0,0.0
288,6999-CHVCF,0.0,72.40773480662983,0.0,1.0,1.0,0.0,0.0
289,3078-ZKNTS,0.0,66.0,0.0,1.0,1.0,0.0,0.0
290,6650-VJONK,1.0,77.0,0.0,1.0,1.0,0.0,0.0
291,7508-KBIMB,0.0,66.0,0.0,1.0,1.0,0.0,0.0
292,5839-SUYVZ,0.0,80.0,0.0,1.0,0.0,0.0,0.0
293,3055-MJDSB,1.0,68.0,0.0,1.0,0.0,0.0,0.0
294,5343-SGUBI,1.0,78.0,0.0,1.0,1.0,1.0,0.0
295,0813-TAXXS,1.0,74.0,0.0,1.0,0.0,0.0,0.0
296,4489-SNOJF,0.0,74.0,0.0,1.0,1.0,0.0,0.0
297,8073-IJDCM,1.0,65.0,0.0,1.0,0.0,0.0,0.0
298,6769-DYBQN,0.0,70.0,0.0,1.0,0.0,0.0,0.0
299,2789-HQBOU,1.0,70.0,0.0,1.0,1.0,0.0,0.0
300,8915-NNTRC,1.0,75.0,0.0,1.0,0.0,0.0,0.0
301,3173-WSSUE,1.0,70.0,0.0,1.0,0.0,0.0,0.0
302,5553-AOINX,1.0,71.0,0.0,1.0,1.0,0.0,0.0
303,6432-TWQLB,0.0,79.0,0.0,1.0,1.0,0.0,0.0
304,5208-FVQKB,0.0,73.0,0.0,1.0,1.0,0.0,0.0
305,6295-OSINB,0.0,72.40773480662983,0.0,1.0,1.0,0.0,0.0
306,1814-WFGVS,0.0,80.0,0.0,1.0,1.0,0.0,0.0
307,7779-LGOVN,1.0,69.0,0.0,1.0,1.0,0.0,0.0
308,4236-UJPWO,1.0,73.0,0.0,1.0,1.0,0.0,0.0
309,8473-VUVJN,0.0,79.0,0.0,1.0,0.0,0.0,0.0
310,1452-UZOSF,0.0,67.0,0.0,1.0,1.0,0.0,0.0
311,0118-JPNOY,1.0,72.0,0.0,1.0,1.0,0.0,0.0
312,7801-CEDNV,1.0,75.0,0.0,1.0,1.0,0.0,0.0
313,6349-JDHQP,1.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
314,7021-XSNYE,0.0,72.40773480662983,0.0,1.0,0.0,0.0,0.0
315,7184-LRUUR,0.0,77.0,0.0,1.0,1.0,0.0,0.0
316,1482-OXZSY,0.0,67.0,0.0,1.0,0.0,0.0,0.0
317,3199-XGZCY,1.0,67.0,0.0,1.0,0.0,0.0,0.0
318,6173-GOLSU,1.0,72.40773480662983,0.0,1.0,1.0,0.0,0.0
319,3589-PPVKW,1.0,66.0,0.0,1.0,0.0,0.0,0.0
320,2957-JIRMN,1.0,80.0,0.0,1.0,0.0,0.0,0.0
321,5018-HEKFO,0.0,69.0,0.0,1.0,1.0,0.0,0.0
322,9019-QVLZD,1.0,78.0,0.0,1.0,0.0,0.0,0.0
323,8149-AIQCG,1.0,78.0,0.0,1.0,1.0,0.0,0.0
324,6147-CBCRA,1.0,68.0,0.0,1.0,1.0,0.0,0.0
325,5073-RZGBK,0.0,75.0,0.0,1.0,1.0,1.0,0.0
326,8992-CEUEN,1.0,70.0,0.0,1.0,1.0,0.0,0.0
327,5174-ITUMV,0.0,65.0,0.0,1.0,1.0,1.0,0.0
328,2495-INZWQ,1.0,71.0,0.0,1.0,1.0,1.0,0.0
329,7088-FBAWU,0.0,72.0,0.0,1.0,0.0,0.0,0.0
330,9046-DQMTP,1.0,69.0,0.0,1.0,0.0,0.0,0.0
331,1891-QRQSA,1.0,70.0,0.0,1.0,0.0,0.0,0.0
332,7470-DYNOE,0.0,80.0,0.0,1.0,1.0,0.0,0.0
333,3590-TCXTB,1.0,73.0,0.0,1.0,1.0,0.0,0.0
334,9412-GHEEC,1.0,73.0,0.0,1.0,0.0,0.0,0.0
335,2725-KXXWT,1.0,79.0,0.0,1.0,1.0,0.0,0.0
336,9839-ETQOE,0.0,79.0,0.0,1.0,1.0,0.0,0.0
337,2027-DNKIV,0.0,73.0,0.0,1.0,1.0,0.0,0.0
338,2017-CCBLH,0.0,77.0,0.0,1.0,1.0,0.0,0.0
339,3768-NLUBH,0.0,68.0,0.0,1.0,1.0,0.0,0.0
340,7394-FKDNK,0.0,70.0,0.0,1.0,0.0,0.0,0.0
341,9076-AXYIK,0.0,68.0,0.0,1.0,0.0,0.0,0.0
342,3164-YAXFY,0.0,76.0,0.0,1.0,0.0,0.0,0.0
343,5756-OZRIO,1.0,68.0,0.0,1.0,0.0,0.0,0.0
344,0496-AHOOK,1.0,80.0,0.0,1.0,1.0,0.0,0.0
345,9357-UJRUN,1.0,79.0,0.0,1.0,0.0,0.0,0.0
346,2002-MZHWP,1.0,78.0,0.0,1.0,1.0,1.0,0.0
347,8660-BUETV,1.0,76.0,0.0,1.0,1.0,0.0,0.0
348,0495-RVCBF,1.0,72.40773480662983,0.0,1.0,1.0,0.0,0.0
349,4971-PUYQO,0.0,65.0,0.0,1.0,0.0,0.0,0.0
350,0853-TWRVK,1.0,78.0,0.0,1.0,1.0,0.0,0.0
351,7541-YLXCL,1.0,68.0,0.0,1.0,1.0,0.0,0.0
352,5914-XRFQB,0.0,73.0,0.0,1.0,1.0,0.0,0.0
