,Customer ID,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Latitude,Longitude,Satisfaction Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Extra Data Charges,Total Revenue,Churn Category
23,2898-LSJGD,1.0,52.0,0.0,1.0,1.0,0.0,0.0,34.165383,-118.123752,5.0,3.0,1.0,1.0,65.0,2.0,1.0,1.0,1.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7330.6,2.0
24,0496-AHOOK,1.0,80.0,0.0,1.0,1.0,0.0,0.0,36.125529,-120.864443,3.0,3.0,1.0,1.0,65.0,2.0,1.0,1.0,1.0,2.0,20.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7330.6,1.0
25,6599-RCLCJ,0.0,27.0,1.0,0.0,0.0,1.0,2.0,38.349195,-121.902943,3.0,3.0,1.0,9.0,46.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1620.25,1.0
26,6693-DJWTY,1.0,65.0,0.0,1.0,0.0,0.0,0.0,37.680844,-122.48131,3.0,3.0,1.0,6.0,32.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3044.441077322455,1.0
27,1661-CZBAU,1.0,65.0,0.0,1.0,0.0,0.0,0.0,38.805481,-120.13287,3.0,3.0,1.0,6.0,32.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3044.441077322455,1.0
28,2805-AUFQN,0.0,50.0,0.0,0.0,0.0,0.0,0.0,38.672638,-121.147403,5.0,3.0,0.0,0.0,28.0,3.0,1.0,0.0,1.0,2.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2866.9700000000003,0.0
29,0841-NULXI,1.0,28.0,1.0,1.0,1.0,1.0,3.0,39.084645,-120.894014,3.0,3.0,1.0,1.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2852.09,0.0
30,0263-FJTQO,0.0,63.0,1.0,0.0,0.0,0.0,0.0,36.19204239161876,-121.201018,3.0,3.0,0.0,0.0,60.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3869.65,0.0
31,5302-BDJNT,1.0,46.0,0.0,1.0,1.0,1.0,3.0,39.003358,-121.022539,4.0,3.0,1.0,7.0,70.0,0.0,1.0,0.0,1.0,2.0,28.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7732.0,0.0
32,3280-NMUVX,1.0,47.0,0.0,1.0,0.0,0.0,0.0,39.003358,-121.022539,4.0,3.0,0.0,0.0,32.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1917.85,0.0
33,1820-TQVEV,0.0,74.0,0.0,0.0,1.0,0.0,0.0,36.19204239161876,-120.02609,4.0,3.0,1.0,2.0,32.0,0.0,1.0,0.0,1.0,3.0,23.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2525.5200000000004,0.0
34,1100-DDVRV,0.0,57.0,0.0,0.0,0.0,0.0,0.0,33.876482,-119.7549407277953,3.0,3.0,1.0,2.0,32.0,0.0,1.0,0.0,1.0,3.0,23.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2525.5200000000004,0.0
35,9779-DPNEJ,0.0,65.0,0.0,0.0,0.0,0.0,0.0,40.524535,-122.647172,3.0,3.0,0.0,0.0,46.0,0.0,1.0,1.0,1.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3993.19,0.0
36,8878-RYUKI,1.0,46.0,0.0,1.0,1.0,1.0,2.0,37.900662,-122.052782,3.0,3.0,1.0,6.0,22.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3044.441077322455,0.0
37,8409-WQJUX,1.0,73.0,0.0,1.0,1.0,0.0,0.0,33.881158,-117.854783,3.0,3.0,1.0,10.0,72.0,1.0,1.0,1.0,1.0,2.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6831.53,0.0
38,7493-TPUWZ,1.0,77.0,0.0,1.0,1.0,0.0,0.0,33.653338,-117.178271,5.0,3.0,1.0,1.0,29.0,3.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2533.85,0.0
39,1135-HIORI,1.0,77.0,0.0,1.0,1.0,0.0,0.0,37.873283,-121.292034,4.0,3.0,0.0,0.0,32.0,5.0,1.0,0.0,1.0,1.0,27.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,767.35,0.0
40,6230-BSUXY,1.0,34.0,0.0,1.0,0.0,0.0,0.0,33.60693,-117.644253,3.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3044.441077322455,1.0
41,9667-EQRXU,1.0,34.0,0.0,1.0,0.0,0.0,0.0,33.867593,-118.080637,3.0,3.0,1.0,2.0,60.0,0.0,1.0,1.0,1.0,2.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7675.22,0.0
42,2014-MKGMH,1.0,34.0,0.0,1.0,0.0,0.0,0.0,33.848733,-117.788357,3.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,539.6,1.0
43,1270-XKUCC,0.0,40.0,0.0,0.0,1.0,1.0,0.0,37.252057,-119.7549407277953,3.0,3.0,1.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,158.18,1.0
44,7207-RMRDB,1.0,72.0,0.0,1.0,1.0,0.0,0.0,36.19204239161876,-117.134917,3.0,3.0,1.0,1.0,33.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4022.29,5.0
45,1934-SJVJK,1.0,34.0,0.0,1.0,0.0,1.0,2.0,36.19204239161876,-118.346766,3.0,3.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,3.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,732.81,0.0
46,7077-XJMET,1.0,34.0,0.0,1.0,0.0,1.0,2.0,36.19204239161876,-118.346766,4.0,3.0,0.0,0.0,71.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2001.79,0.0
47,1455-UGQVH,1.0,79.0,0.0,1.0,1.0,0.0,0.0,36.19204239161876,-118.317651,5.0,3.0,0.0,1.0,30.0,3.0,1.0,1.0,1.0,2.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4358.25,0.0
48,2452-KDRRH,1.0,54.0,0.0,1.0,0.0,0.0,0.0,39.170376,-119.7549407277953,5.0,3.0,0.0,0.0,44.0,2.0,1.0,1.0,1.0,3.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,100.0,5985.23,0.0
49,7351-MHQVU,1.0,54.0,0.0,1.0,0.0,0.0,0.0,39.225634,-121.156163,3.0,3.0,0.0,0.0,44.0,2.0,1.0,1.0,1.0,3.0,21.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,100.0,5985.23,4.0
50,8631-XVRZL,1.0,54.0,0.0,1.0,0.0,0.0,0.0,34.536232,-118.082935,3.0,3.0,1.0,9.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1257.77,0.0
51,3143-ILDAL,0.0,58.0,0.0,0.0,1.0,0.0,0.0,35.710244,-119.7549407277953,3.0,3.0,1.0,9.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1257.77,3.0
52,4797-AXPXK,0.0,46.0,1.0,0.0,1.0,1.0,2.0,36.635661,-120.288644,3.0,3.0,1.0,7.0,36.0,0.0,1.0,1.0,1.0,3.0,59.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4838.6900000000005,0.0
53,6164-HAQTX,0.0,24.0,1.0,0.0,1.0,1.0,3.0,41.163637,-119.7549407277953,4.0,3.0,1.0,9.0,72.0,1.0,0.0,0.0,1.0,1.0,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,80.0,4558.85,0.0
54,1930-QPBVZ,1.0,29.0,1.0,1.0,1.0,0.0,0.0,37.3511,-122.037311,4.0,3.0,0.0,0.0,21.0,4.0,0.0,0.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1011.5,0.0
55,0526-SXDJP,1.0,29.0,1.0,1.0,1.0,0.0,0.0,37.424342,-122.165641,3.0,3.0,0.0,0.0,69.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,7171.83,0.0
56,3671-SHRSP,0.0,46.0,0.0,0.0,0.0,1.0,0.0,36.19204239161876,-119.7549407277953,5.0,3.0,1.0,0.0,32.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,444.42,0.0
57,6101-IMRMM,0.0,46.0,1.0,0.0,1.0,0.0,0.0,38.581354,-122.296283,3.0,3.0,1.0,1.0,33.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1870.48,4.0
58,7131-ZQZNK,0.0,20.0,1.0,0.0,0.0,1.0,2.0,33.902045,-119.7549407277953,3.0,3.0,1.0,1.0,7.0,0.0,1.0,0.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,529.83,0.0
59,7401-RUBNK,0.0,66.0,0.0,0.0,1.0,0.0,0.0,32.85723,-117.209774,1.0,3.0,1.0,2.0,55.0,2.0,1.0,1.0,1.0,2.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,90.0,7319.799999999999,0.0
60,1775-KWJKQ,0.0,27.0,1.0,0.0,0.0,1.0,0.0,34.078991,-118.263804,3.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,2.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,345.85,0.0
61,4078-SAYYN,0.0,65.0,0.0,0.0,1.0,0.0,0.0,37.766556,-121.976784,2.0,3.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,622.45,1.0
62,9774-NRNAU,1.0,75.0,0.0,1.0,1.0,1.0,1.0,36.19204239161876,-121.737696,3.0,3.0,1.0,8.0,57.0,0.0,1.0,0.0,1.0,2.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7177.7,0.0
63,2123-AGEEN,1.0,20.0,1.0,1.0,0.0,0.0,0.0,33.833699,-118.314387,3.0,3.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1035.8,0.0
64,7925-PNRGI,1.0,34.0,0.0,1.0,1.0,0.0,0.0,33.833699,-118.314387,3.0,3.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1035.8,0.0
65,8290-YWKHZ,0.0,25.0,1.0,0.0,0.0,0.0,0.0,34.153338,-118.262974,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3044.441077322455,0.0
66,0742-MOABM,0.0,39.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-119.7549407277953,5.0,3.0,0.0,0.0,16.0,4.0,1.0,1.0,1.0,2.0,30.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1859.49,3.0
67,2957-LOLHO,0.0,67.0,0.0,0.0,1.0,0.0,0.0,34.506627,-118.699048,3.0,3.0,1.0,1.0,50.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,6516.7,3.0
68,1237-WIYYZ,0.0,26.0,1.0,0.0,0.0,0.0,2.0,33.044541,-116.833922,3.0,3.0,0.0,0.0,48.0,2.0,1.0,0.0,1.0,1.0,48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3044.441077322455,3.0
69,5884-GCYMI,0.0,57.0,1.0,0.0,0.0,0.0,0.0,36.623632,-119.741322,3.0,3.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,3.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8172.299999999999,0.0
70,8063-RJYNF,0.0,57.0,1.0,0.0,0.0,0.0,0.0,37.329725,-120.306399,3.0,3.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,3.0,17.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8172.299999999999,0.0
71,3452-GWUIN,1.0,29.0,1.0,1.0,1.0,1.0,0.0,33.844983,-117.952151,3.0,3.0,1.0,2.0,71.0,1.0,1.0,1.0,1.0,1.0,69.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7561.780000000001,0.0
72,3808-HFKDE,0.0,31.0,0.0,0.0,1.0,0.0,0.0,37.803883,-122.208417,4.0,3.0,1.0,0.0,71.0,1.0,0.0,0.0,1.0,3.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4145.25,0.0
73,6713-OKOMC,1.0,61.0,0.0,1.0,0.0,0.0,0.0,34.983808,-119.7549407277953,3.0,3.0,1.0,0.0,71.0,1.0,0.0,0.0,1.0,3.0,8.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4145.25,0.0
74,3039-MJSLN,1.0,62.0,0.0,1.0,1.0,0.0,0.0,40.03194,-122.176023,5.0,3.0,1.0,6.0,32.0,4.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1023.95,0.0
75,9039-ZVJDC,0.0,65.0,0.0,0.0,1.0,1.0,0.0,34.049172,-118.115022,3.0,3.0,1.0,9.0,65.0,0.0,1.0,1.0,1.0,3.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8320.2,0.0
76,8701-DGLVH,0.0,62.0,0.0,0.0,0.0,0.0,0.0,39.913777,-122.289984,3.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,301.7,0.0
77,8630-FJLIB,0.0,44.0,0.0,0.0,0.0,1.0,2.0,34.108455,-118.362081,3.0,3.0,1.0,10.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3044.441077322455,0.0
78,1850-AKQEP,1.0,24.0,1.0,1.0,1.0,0.0,0.0,34.108455,-118.362081,3.0,3.0,1.0,5.0,43.0,2.0,1.0,1.0,1.0,1.0,51.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5241.65,0.0
79,2153-MREFK,1.0,35.0,0.0,1.0,0.0,0.0,0.0,34.39583,-117.734568,3.0,3.0,0.0,0.0,30.0,3.0,1.0,0.0,1.0,3.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,3044.441077322455,0.0
80,8313-NDOIA,0.0,62.0,0.0,0.0,0.0,1.0,1.0,34.142747,-117.300864,3.0,3.0,0.0,0.0,61.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3453.4,0.0
81,2703-AMTUL,0.0,60.0,0.0,0.0,0.0,0.0,0.0,33.012751,-119.7549407277953,3.0,3.0,1.0,0.0,17.0,0.0,1.0,0.0,1.0,2.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1713.52,0.0
82,5789-LDFXO,0.0,46.0,0.0,0.0,0.0,0.0,0.0,38.349195,-121.902943,3.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,413.43,2.0
83,4522-AKYLR,0.0,49.0,0.0,0.0,0.0,0.0,0.0,37.555473,-122.080312,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,126.46,0.0
84,5168-MQQCA,0.0,23.0,1.0,0.0,1.0,0.0,0.0,37.885629,-122.46858,3.0,3.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,819.17,0.0
85,2121-JAFOM,1.0,39.0,0.0,1.0,1.0,0.0,0.0,41.505916,-120.152505,3.0,3.0,1.0,10.0,67.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3521.7,0.0
86,1732-FEKLD,0.0,51.0,0.0,0.0,0.0,0.0,0.0,36.220761,-120.980777,3.0,3.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,10169.89,0.0
87,6860-YRJZP,0.0,21.0,0.0,0.0,1.0,0.0,0.0,34.145695,-119.7549407277953,3.0,3.0,1.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,255.02,0.0
88,8070-AAWZP,1.0,56.0,0.0,1.0,1.0,1.0,3.0,36.19204239161876,-120.453416,5.0,3.0,1.0,2.0,38.0,0.0,1.0,1.0,1.0,3.0,30.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3382.01,0.0
